data,A,B,C,D
2017-01-21|20:40:24.000,5960.8418,-4.64627,124.67373,59.37326
2017-01-21|20:40:34.000,5946.58691,-4.63704,124.67978,59.39828
2017-01-21|20:40:44.000,5909.4165,-4.65555,124.69711,59.44133
2017-01-21|20:40:54.000,5891.53076,-4.66995,124.69368,59.46923
2017-01-21|20:41:04.000,5925.02637,-4.65255,124.67287,59.49612
2017-01-21|20:41:14.000,5918.39355,-4.64445,124.68172,59.52253
2017-01-21|20:41:24.000,5892.24463,-4.64715,124.69058,59.55301
2017-01-21|20:41:34.000,5881.57764,-4.64476,124.68262,59.58599
2017-01-21|20:41:44.000,5990.01953,-4.66642,124.69066,59.61765
2017-01-21|20:41:54.000,5966.52051,-4.63702,124.66472,59.65525
2017-01-21|20:42:04.000,5977.25732,-4.66838,124.65316,59.69093
2017-01-21|20:42:14.000,6004.65967,-4.67085,124.67269,59.73394
2017-01-21|20:42:24.000,5991.54492,-4.63161,124.6805,59.80795
2017-01-21|20:42:34.000,5966.64307,-4.60279,124.68832,59.88118
2017-01-21|20:42:44.000,5950.61279,-4.64781,124.69613,59.90996
2017-01-21|20:42:54.000,5948.50439,-4.63772,124.71101,59.97675
2017-01-21|20:43:04.000,5969.86914,-4.65131,124.70036,60.02329
2017-01-21|20:43:14.000,5991.23389,-4.66251,124.6865,60.07569
2017-01-21|20:43:24.000,5971.8916,-4.68992,124.67982,60.12832
2017-01-21|20:43:34.000,5941.30908,-4.62409,124.67559,60.19275
2017-01-21|20:43:44.000,5920.62158,-4.68734,124.6913,60.24469
2017-01-21|20:43:54.000,5899.93359,-4.65866,124.67975,60.27641
2017-01-21|20:44:04.000,5882.70654,-4.62865,124.69981,60.34355
2017-01-21|20:44:14.000,5874.7417,-4.64524,124.7149,60.44957
2017-01-21|20:44:24.000,5872.21094,-4.61293,124.71076,60.51155
2017-01-21|20:44:34.000,5895.85889,-4.63725,124.72308,60.57881
2017-01-21|20:44:44.000,5895.64355,-4.64275,124.70412,60.66835
2017-01-21|20:44:54.000,5868.71191,-4.63186,124.70267,60.7412
2017-01-21|20:45:04.000,5943.9834,-4.663,124.69898,60.83464
2017-01-21|20:45:14.000,5983.39502,-4.62062,124.71439,60.87463
2017-01-21|20:45:24.000,5886.39648,-4.63338,124.70285,60.96708
2017-01-21|20:45:34.000,5896.16504,-4.63772,124.72208,61.03922
2017-01-21|20:45:44.000,5913.23877,-4.64205,124.72194,61.12792
2017-01-21|20:45:54.000,5950.51123,-4.64083,124.72192,61.13266
2017-01-21|20:46:04.000,5974.38086,-4.60652,124.70296,61.27744
2017-01-21|20:46:14.000,5933.50586,-4.59709,124.71307,61.35624
2017-01-21|20:46:24.000,5900.26123,-4.66122,124.69875,61.33902
2017-01-21|20:46:34.000,5966.24561,-4.64703,124.71402,61.42159
2017-01-21|20:46:44.000,5992.24756,-4.63466,124.70001,61.51916
2017-01-21|20:46:54.000,5973.39697,-4.65374,124.69415,61.57096
2017-01-21|20:47:04.000,5951.06787,-4.64585,124.70929,61.5792
2017-01-21|20:47:14.000,5922.8457,-4.65805,124.71999,61.57421
2017-01-21|20:47:24.000,5894.62354,-4.68067,124.7105,61.6261
2017-01-21|20:47:34.000,5949.87451,-4.66528,124.70103,61.69914
2017-01-21|20:47:44.000,5980.62549,-4.64229,124.72335,61.8041
2017-01-21|20:47:54.000,5912.24268,-4.65065,124.70026,61.81685
2017-01-21|20:48:04.000,5912.9043,-4.6708,124.70048,61.86819
2017-01-21|20:48:14.000,5965.46143,-4.65071,124.71435,61.9512
2017-01-21|20:48:24.000,5955.57666,-4.69366,124.69415,61.94483
2017-01-21|20:48:34.000,5898.75879,-4.64801,124.72311,61.99633
2017-01-21|20:48:44.000,5882.79639,-4.67137,124.70415,61.95186
2017-01-21|20:48:54.000,5920.13916,-4.65345,124.7169,61.96745
2017-01-21|20:49:04.000,5879.64844,-4.69946,124.69423,61.9622
2017-01-21|20:49:14.000,5849.89648,-4.6594,124.71836,62.00266
2017-01-21|20:49:24.000,5961.51367,-4.67751,124.72015,61.99129
2017-01-21|20:49:34.000,5991.83447,-4.65657,124.70987,61.99788
2017-01-21|20:49:44.000,6010.07178,-4.67381,124.71313,62.00494
2017-01-21|20:49:54.000,6009.66895,-4.66831,124.70994,62.02098
2017-01-21|20:50:04.000,5962.28906,-4.65805,124.71822,62.00314
2017-01-21|20:50:14.000,5958.70996,-4.67042,124.71727,62.02424
2017-01-21|20:50:24.000,5955.13086,-4.62984,124.72182,62.10939
2017-01-21|20:50:34.000,5958.50244,-4.66572,124.73124,62.05753
2017-01-21|20:50:44.000,5995.73438,-4.66835,124.73824,62.15103
2017-01-21|20:50:54.000,6032.96631,-4.66742,124.74525,62.12129
2017-01-21|20:51:04.000,6041.90088,-4.68767,124.74917,62.1251
2017-01-21|20:51:14.000,5974.3667,-4.69159,124.73808,62.14975
2017-01-21|20:51:24.000,5947.98438,-4.70822,124.727,62.09122
2017-01-21|20:51:34.000,5922.86963,-4.69999,124.74839,62.12587
2017-01-21|20:51:44.000,5943.70947,-4.73112,124.72712,62.0659
2017-01-21|20:51:54.000,5999.28174,-4.72547,124.72526,62.07439
2017-01-21|20:52:04.000,6008.62988,-4.69567,124.73682,62.09237
2017-01-21|20:52:14.000,6017.97803,-4.69505,124.74839,62.05922
2017-01-21|20:52:24.000,5997.31348,-4.72082,124.73226,62.03617
2017-01-21|20:52:34.000,5972.15625,-4.71045,124.74889,62.02746
2017-01-21|20:52:44.000,5943.63623,-4.70573,124.74971,62.01434
2017-01-21|20:52:54.000,5914.11035,-4.69445,124.73062,62.02262
2017-01-21|20:53:04.000,5884.58398,-4.69783,124.73399,62.01936
2017-01-21|20:53:14.000,5923.84082,-4.72166,124.7497,62.03907
2017-01-21|20:53:24.000,6002.30615,-4.71514,124.74937,61.99878
2017-01-21|20:53:34.000,6034.70947,-4.70686,124.72519,62.00124
2017-01-21|20:53:44.000,5986.96387,-4.6836,124.75996,61.9965
2017-01-21|20:53:54.000,5953.7876,-4.66307,124.75918,61.99284
2017-01-21|20:54:04.000,5931.62939,-4.70556,124.75935,61.98201
2017-01-21|20:54:14.000,5909.4707,-4.71312,124.76792,61.93981
2017-01-21|20:54:24.000,5965.76367,-4.71886,124.77649,61.91121
2017-01-21|20:54:34.000,6045.58252,-4.71005,124.75724,61.88276
2017-01-21|20:54:44.000,5944.91064,-4.68197,124.76529,61.85076
2017-01-21|20:54:54.000,5935.47021,-4.7108,124.77334,61.80664
2017-01-21|20:55:04.000,6055.20996,-4.71092,124.75982,61.79637
2017-01-21|20:55:14.000,6001.19287,-4.7496,124.74552,61.75966
2017-01-21|20:55:24.000,5963.26904,-4.72605,124.73833,61.6992
2017-01-21|20:55:34.000,5925.86035,-4.71459,124.73115,61.66404
2017-01-21|20:55:44.000,5896.15039,-4.72835,124.73361,61.61428
2017-01-21|20:55:54.000,5970.4873,-4.72278,124.72537,61.57397
2017-01-21|20:56:04.000,5996.62939,-4.75595,124.74226,61.51934
2017-01-21|20:56:14.000,6008.27832,-4.7137,124.76543,61.47383
2017-01-21|20:56:24.000,6006.27002,-4.72446,124.74796,61.44844
2017-01-21|20:56:34.000,5967.09326,-4.74922,124.74253,61.40533
2017-01-21|20:56:44.000,5941.26953,-4.71489,124.73711,61.34394
2017-01-21|20:56:54.000,5981.29053,-4.7377,124.73167,61.29601
2017-01-21|20:57:04.000,6005.52881,-4.74313,124.72625,61.26532
2017-01-21|20:57:14.000,5951.88037,-4.74531,124.74385,61.24005
2017-01-21|20:57:24.000,5898.23193,-4.73329,124.73119,61.19493
2017-01-21|20:57:34.000,5989.30225,-4.74952,124.75211,61.1328
2017-01-21|20:57:44.000,6055.896,-4.74815,124.74564,61.08336
2017-01-21|20:57:54.000,5988.05322,-4.74307,124.73407,61.04724
2017-01-21|20:58:04.000,5906.81006,-4.73208,124.7504,60.99326
2017-01-21|20:58:14.000,5983.02539,-4.75732,124.74091,60.95094
2017-01-21|20:58:24.000,6006.99219,-4.74987,124.73141,60.91814
2017-01-21|20:58:34.000,5993.14404,-4.72376,124.74786,60.86771
2017-01-21|20:58:44.000,5987.16602,-4.78018,124.72886,60.79847
2017-01-21|20:58:54.000,6020.1333,-4.75361,124.72947,60.75191
2017-01-21|20:59:04.000,6053.10059,-4.72733,124.73935,60.70559
2017-01-21|20:59:14.000,5948.27686,-4.76702,124.75444,60.66432
2017-01-21|20:59:24.000,5969.40332,-4.78629,124.75835,60.58301
2017-01-21|20:59:34.000,6013.64209,-4.78517,124.76225,60.50275
2017-01-21|20:59:44.000,5976.87695,-4.77697,124.76616,60.46082
2017-01-21|20:59:54.000,5940.11182,-4.77373,124.77007,60.40376
2017-01-21|21:00:04.000,5972.20557,-4.74122,124.77397,60.2904
2017-01-21|21:00:14.000,6020.95703,-4.76247,124.77162,60.27064
2017-01-21|21:00:24.000,6012.17285,-4.75688,124.75966,60.20878
2017-01-21|21:00:34.000,6003.38867,-4.74152,124.75233,60.15728
2017-01-21|21:00:44.000,6008.08008,-4.74404,124.7713,60.09936
2017-01-21|21:00:54.000,6028.12061,-4.75062,124.7702,60.03649
2017-01-21|21:01:04.000,6048.16113,-4.73824,124.75562,59.96612
2017-01-21|21:01:14.000,6028.70996,-4.74456,124.76367,59.90833
2017-01-21|21:01:24.000,5978.37988,-4.74295,124.77171,59.86198
2017-01-21|21:01:34.000,5926.72461,-4.74658,124.75401,59.79016
2017-01-21|21:01:44.000,5918.03174,-4.73801,124.77172,59.72179
2017-01-21|21:01:54.000,5983.34375,-4.74712,124.77404,59.69573
2017-01-21|21:02:04.000,5969.08838,-4.73631,124.77258,59.60827
2017-01-21|21:02:14.000,5915.14502,-4.73904,124.75459,59.57658
2017-01-21|21:02:24.000,5933.1792,-4.73324,124.77199,59.4964
2017-01-21|21:02:34.000,5992.0625,-4.73837,124.76584,59.42688
2017-01-21|21:02:44.000,6026.63477,-4.75349,124.77464,59.37249
2017-01-21|21:02:54.000,6061.20752,-4.72662,124.75669,59.33472
2017-01-21|21:03:04.000,6003.28711,-4.72886,124.76876,59.2737
2017-01-21|21:03:14.000,5976.104,-4.72053,124.75179,59.26258
2017-01-21|21:03:24.000,5983.25244,-4.70051,124.75622,59.21911
2017-01-21|21:03:34.000,5991.25391,-4.71542,124.76064,59.17601
2017-01-21|21:03:44.000,6011.16309,-4.72813,124.76507,59.166
2017-01-21|21:03:54.000,6031.07227,-4.69506,124.76949,59.12315
2017-01-21|21:04:04.000,6011.68799,-4.73446,124.77392,59.06765
2017-01-21|21:04:14.000,5963.40869,-4.7048,124.76876,59.02829
2017-01-21|21:04:24.000,5917.13623,-4.70386,124.75843,59.00098
2017-01-21|21:04:34.000,5901.59814,-4.70785,124.76949,58.96686
2017-01-21|21:04:44.000,5968.06738,-4.73782,124.75992,58.92591
2017-01-21|21:04:54.000,5998.2251,-4.69714,124.77217,58.9123
2017-01-21|21:05:04.000,6028.38281,-4.69294,124.75174,58.89217
2017-01-21|21:05:14.000,6000.98291,-4.70649,124.75399,58.87205
2017-01-21|21:05:24.000,5929.50195,-4.71285,124.76578,58.84513
2017-01-21|21:05:34.000,5967.76318,-4.70593,124.77649,58.80507
2017-01-21|21:05:44.000,6004.93115,-4.72886,124.76003,58.76167
2017-01-21|21:05:54.000,6028.53418,-4.70139,124.77244,58.74523
2017-01-21|21:06:04.000,6052.1377,-4.69206,124.76369,58.72988
2017-01-21|21:06:14.000,6043.13574,-4.70903,124.7542,58.64661
2017-01-21|21:06:24.000,5952.03027,-4.68432,124.77317,58.61775
2017-01-21|21:06:34.000,5971.5835,-4.71009,124.75542,58.59252
2017-01-21|21:06:44.000,5991.13672,-4.69012,124.76977,58.56422
2017-01-21|21:06:54.000,6011.02588,-4.68676,124.78992,58.55648
2017-01-21|21:07:04.000,6031.17383,-4.69609,124.76282,58.55291
2017-01-21|21:07:14.000,6044.93408,-4.71019,124.75988,58.50651
2017-01-21|21:07:24.000,5968.01123,-4.70709,124.76585,58.4766
2017-01-21|21:07:34.000,5912.51318,-4.68968,124.76952,58.44572
2017-01-21|21:07:44.000,5860.33838,-4.69699,124.75985,58.40427
2017-01-21|21:07:54.000,5972.48389,-4.68832,124.75977,58.36632
2017-01-21|21:08:04.000,5973.54639,-4.71493,124.76484,58.32867
2017-01-21|21:08:14.000,5925.5957,-4.70231,124.75685,58.30077
2017-01-21|21:08:24.000,6007.74316,-4.70869,124.79794,58.2607
2017-01-21|21:08:34.000,6013.03662,-4.69123,124.76548,58.20618
2017-01-21|21:08:44.000,6015.58398,-4.69642,124.78712,58.17272
2017-01-21|21:08:54.000,5966.88281,-4.68638,124.80051,58.10019
2017-01-21|21:09:04.000,5937.65332,-4.67665,124.77838,58.06974
2017-01-21|21:09:14.000,5984.4209,-4.67545,124.78175,58.04753
2017-01-21|21:09:24.000,6016.00049,-4.6728,124.79738,58.02278
2017-01-21|21:09:34.000,5970.83203,-4.67119,124.78749,58.01487
2017-01-21|21:09:44.000,5935.27637,-4.65709,124.80128,57.96421
2017-01-21|21:09:54.000,5948.33447,-4.67713,124.75996,57.94674
2017-01-21|21:10:04.000,5961.39307,-4.68721,124.78358,57.9262
2017-01-21|21:10:14.000,5934.80176,-4.68325,124.78348,57.91379
2017-01-21|21:10:24.000,5888.23682,-4.65443,124.79842,57.89801
2017-01-21|21:10:34.000,5941.9541,-4.65952,124.77947,57.88167
2017-01-21|21:10:44.000,5998.96094,-4.67386,124.79556,57.84052
2017-01-21|21:10:54.000,5927.20215,-4.69219,124.76326,57.8317
2017-01-21|21:11:04.000,5959.79688,-4.66471,124.75809,57.84933
2017-01-21|21:11:14.000,6006.99756,-4.67691,124.76882,57.82983
2017-01-21|21:11:24.000,5987.98535,-4.65854,124.77547,57.80112
2017-01-21|21:11:34.000,5983.02637,-4.68228,124.7534,57.72747
2017-01-21|21:11:44.000,6017.12549,-4.70259,124.76225,57.7077
2017-01-21|21:11:54.000,6012.99268,-4.71519,124.7711,57.64445
2017-01-21|21:12:04.000,5902.54932,-4.66484,124.76883,57.66262
2017-01-21|21:12:14.000,5963.22949,-4.67415,124.75578,57.63221
2017-01-21|21:12:24.000,5989.72412,-4.6605,124.75675,57.63186
2017-01-21|21:12:34.000,5945.60498,-4.66649,124.78133,57.59883
2017-01-21|21:12:44.000,5923.80225,-4.67405,124.79155,57.57618
2017-01-21|21:12:54.000,5964.11816,-4.68449,124.80176,57.55439
2017-01-21|21:13:04.000,5953.24561,-4.65743,124.75832,57.54283
2017-01-21|21:13:14.000,5902.83398,-4.65954,124.76762,57.53778
2017-01-21|21:13:24.000,5884.0376,-4.66199,124.75389,57.54685
2017-01-21|21:13:34.000,5996.26074,-4.64544,124.75318,57.56306
2017-01-21|21:13:44.000,6024.8374,-4.66519,124.76592,57.55291
2017-01-21|21:13:54.000,6053.41357,-4.66798,124.75945,57.55953
2017-01-21|21:14:04.000,5962.69434,-4.67348,124.77209,57.53469
2017-01-21|21:14:14.000,5952.90137,-4.66291,124.77522,57.48397
2017-01-21|21:14:24.000,6008.27979,-4.66567,124.79568,57.50425
2017-01-21|21:14:34.000,5945.84863,-4.67367,124.78242,57.49472
2017-01-21|21:14:44.000,5931.08057,-4.6577,124.78545,57.4852
2017-01-21|21:14:54.000,5981.37451,-4.66383,124.79651,57.46279
2017-01-21|21:15:04.000,5980.66455,-4.68851,124.78496,57.447
2017-01-21|21:15:14.000,5940.47754,-4.64626,124.80573,57.47763
2017-01-21|21:15:24.000,5941.16895,-4.67564,124.81522,57.47076
2017-01-21|21:15:34.000,5989.15918,-4.66883,124.82472,57.40305
2017-01-21|21:15:44.000,5999.65186,-4.67545,124.80659,57.35993
2017-01-21|21:15:54.000,5944.48682,-4.66383,124.82169,57.38509
2017-01-21|21:16:04.000,5926.31982,-4.67038,124.82924,57.36083
2017-01-21|21:16:14.000,5972.96631,-4.65364,124.80505,57.36251
2017-01-21|21:16:24.000,5972.72998,-4.64683,124.82247,57.36028
2017-01-21|21:16:34.000,5948.69531,-4.64146,124.83757,57.31897
2017-01-21|21:16:44.000,5929.65869,-4.66526,124.84964,57.31706
2017-01-21|21:16:54.000,5984.70752,-4.67884,124.82773,57.23971
2017-01-21|21:17:04.000,6034.91797,-4.64432,124.81616,57.26786
2017-01-21|21:17:14.000,6013.2832,-4.64656,124.8046,57.24503
2017-01-21|21:17:24.000,5965.79688,-4.65958,124.81984,57.22461
2017-01-21|21:17:34.000,5935.10645,-4.66966,124.80717,57.18373
2017-01-21|21:17:44.000,5973.96924,-4.67004,124.78597,57.21318
2017-01-21|21:17:54.000,5998.74951,-4.6496,124.82689,57.19384
2017-01-21|21:18:04.000,5951.16357,-4.64279,124.81211,57.25048
2017-01-21|21:18:14.000,5911.59131,-4.64302,124.81364,57.22835
2017-01-21|21:18:24.000,5991.61182,-4.64862,124.82684,57.23341
2017-01-21|21:18:34.000,5981.25488,-4.62987,124.80973,57.20972
2017-01-21|21:18:44.000,5873.25195,-4.66984,124.82155,57.23925
2017-01-21|21:18:54.000,5997.75781,-4.64054,124.80946,57.23599
2017-01-21|21:19:04.000,5891.38574,-4.64419,124.82946,57.22982
2017-01-21|21:19:14.000,5927.38965,-4.64012,124.8214,57.22366
2017-01-21|21:19:24.000,5946.80811,-4.65694,124.81334,57.21614
2017-01-21|21:19:34.000,5938.479,-4.65785,124.80527,57.22886
2017-01-21|21:19:44.000,5930.14941,-4.62549,124.81517,57.25776
2017-01-21|21:19:54.000,5897.77002,-4.62875,124.81332,57.24622
2017-01-21|21:20:04.000,5861.55322,-4.64882,124.82826,57.25545
2017-01-21|21:20:14.000,5931.0957,-4.62824,124.8298,57.24437
2017-01-21|21:20:24.000,5998.46729,-4.63017,124.81415,57.24633
2017-01-21|21:20:34.000,5986.38965,-4.64786,124.82344,57.24551
2017-01-21|21:20:44.000,6005.99414,-4.64971,124.80953,57.27835
2017-01-21|21:20:54.000,6025.59814,-4.63645,124.82999,57.28314
2017-01-21|21:21:04.000,6018.604,-4.6578,124.81136,57.28244
2017-01-21|21:21:14.000,5961.88086,-4.66021,124.80915,57.30718
2017-01-21|21:21:24.000,5869.71729,-4.64701,124.82815,57.32565
2017-01-21|21:21:34.000,5899.33984,-4.66986,124.82909,57.26529
2017-01-21|21:21:44.000,5886.29932,-4.64544,124.82669,57.31795
2017-01-21|21:21:54.000,5856.77539,-4.67151,124.82898,57.29284
2017-01-21|21:22:04.000,5945.1543,-4.65978,124.81789,57.30287
2017-01-21|21:22:14.000,5937.49561,-4.64642,124.80681,57.32237
2017-01-21|21:22:24.000,5880.75928,-4.65784,124.84143,57.30677
2017-01-21|21:22:34.000,5915.00488,-4.64853,124.83282,57.30283
2017-01-21|21:22:44.000,5954.16992,-4.64013,124.83311,57.32397
2017-01-21|21:22:54.000,5944.81787,-4.65783,124.83173,57.31958
2017-01-21|21:23:04.000,5935.46582,-4.6462,124.84736,57.35442
2017-01-21|21:23:14.000,5926.11377,-4.65344,124.87653,57.31578
2017-01-21|21:23:24.000,5916.76172,-4.62827,124.86805,57.38197
2017-01-21|21:23:34.000,5944.9707,-4.64981,124.87266,57.38924
2017-01-21|21:23:44.000,6017.0249,-4.65563,124.8579,57.3603
2017-01-21|21:23:54.000,5934.65186,-4.67979,124.86309,57.37865
2017-01-21|21:24:04.000,5926.43115,-4.62994,124.87135,57.38404
2017-01-21|21:24:14.000,5967.13477,-4.66698,124.88482,57.37516
2017-01-21|21:24:24.000,5875.25537,-4.67075,124.8906,57.35881
2017-01-21|21:24:34.000,5912.31787,-4.65131,124.89639,57.40465
2017-01-21|21:24:44.000,5951.98975,-4.65088,124.90217,57.42124
2017-01-21|21:24:54.000,5917.45947,-4.67161,124.90795,57.44393
2017-01-21|21:25:04.000,5905.13525,-4.65228,124.89262,57.44744
2017-01-21|21:25:14.000,5953.32031,-4.64433,124.89314,57.49221
2017-01-21|21:25:24.000,5965.02344,-4.65425,124.92896,57.47881
2017-01-21|21:25:34.000,5976.72705,-4.65079,124.89029,57.50159
2017-01-21|21:25:44.000,5983.60205,-4.66247,124.90802,57.55299
2017-01-21|21:25:54.000,5965.28027,-4.63195,124.92808,57.56813
2017-01-21|21:26:04.000,5946.9585,-4.59069,124.91223,57.60058
2017-01-21|21:26:14.000,5915.61133,-4.61578,124.89085,57.63185
2017-01-21|21:26:24.000,5877.57422,-4.62338,124.93436,57.65841
2017-01-21|21:26:34.000,5850.78027,-4.62069,124.93349,57.67677
2017-01-21|21:26:44.000,5882.74854,-4.61016,124.91137,57.73625
2017-01-21|21:26:54.000,5960.72705,-4.58984,124.91512,57.77547
2017-01-21|21:27:04.000,6000.42188,-4.61239,124.93818,57.79727
2017-01-21|21:27:14.000,5910.26416,-4.62609,124.9413,57.82896
2017-01-21|21:27:24.000,5948.03711,-4.62474,124.94443,57.86404
2017-01-21|21:27:34.000,5991.08545,-4.58938,124.94755,57.88765
2017-01-21|21:27:44.000,5984.56787,-4.60946,124.95068,57.91126
2017-01-21|21:27:54.000,5981.9458,-4.61333,124.9538,57.93487
2017-01-21|21:28:04.000,6013.28564,-4.62423,124.95692,57.95848
2017-01-21|21:28:14.000,6026.17188,-4.62139,124.96004,57.98602
2017-01-21|21:28:24.000,5986.56592,-4.60097,124.96317,58.02721
2017-01-21|21:28:34.000,5964.39844,-4.60384,124.93823,58.0607
2017-01-21|21:28:44.000,5955.92725,-4.57639,124.95667,58.08628
2017-01-21|21:28:54.000,5938.05078,-4.60595,124.95358,58.12312
2017-01-21|21:29:04.000,5903.45264,-4.61603,124.94414,58.16626
2017-01-21|21:29:14.000,5901.36475,-4.59318,124.9406,58.2065
2017-01-21|21:29:24.000,5957.09717,-4.56195,124.95829,58.25237
2017-01-21|21:29:34.000,5984.46484,-4.59451,124.97058,58.30319
2017-01-21|21:29:44.000,5931.01709,-4.59681,124.97975,58.29753
2017-01-21|21:29:54.000,5960.98047,-4.61248,124.98892,58.3511
2017-01-21|21:30:04.000,6033.9707,-4.6194,124.96481,58.35747
2017-01-21|21:30:14.000,5970.58789,-4.55313,124.98637,58.39658
2017-01-21|21:30:24.000,5910.83154,-4.56695,124.9716,58.423
2017-01-21|21:30:34.000,5877.79443,-4.58194,124.9663,58.46188
2017-01-21|21:30:44.000,5905.40479,-4.60574,124.98324,58.45514
2017-01-21|21:30:54.000,5976.62061,-4.61174,124.97775,58.47976
2017-01-21|21:31:04.000,5895.49707,-4.60224,124.97741,58.49305
2017-01-21|21:31:14.000,5924.38232,-4.55485,124.97556,58.52555
2017-01-21|21:31:24.000,5983.33301,-4.57574,124.97958,58.54713
2017-01-21|21:31:34.000,5966.33252,-4.59775,124.98706,58.58839
2017-01-21|21:31:44.000,5949.33203,-4.61934,124.9884,58.64082
2017-01-21|21:31:54.000,5964.70605,-4.61427,124.96702,58.68798
2017-01-21|21:32:04.000,5981.45752,-4.57204,125.00269,58.7724
2017-01-21|21:32:14.000,5959.04785,-4.56354,125.02319,58.80263
2017-01-21|21:32:24.000,5890.49951,-4.6133,125.03719,58.84174
2017-01-21|21:32:34.000,5881.98242,-4.60419,125.02238,58.89699
2017-01-21|21:32:44.000,5930.32617,-4.59545,125.03803,58.95992
2017-01-21|21:32:54.000,5905.11816,-4.57096,125.02734,59.00054
2017-01-21|21:33:04.000,5882.49023,-4.58514,125.02929,59.08467
2017-01-21|21:33:14.000,5901.16943,-4.58004,125.02929,59.11612
2017-01-21|21:33:24.000,5940.0752,-4.61329,125.02973,59.18617
2017-01-21|21:33:34.000,6002.84033,-4.60901,125.03024,59.27977
2017-01-21|21:33:44.000,6005.03223,-4.59708,125.02747,59.37922
2017-01-21|21:33:54.000,5984.9624,-4.60212,125.02747,59.37203
2017-01-21|21:34:04.000,5948.99414,-4.60048,125.03145,59.43869
2017-01-21|21:34:14.000,5913.02637,-4.58435,125.04557,59.51717
2017-01-21|21:34:24.000,5934.56396,-4.6027,125.05697,59.5551
2017-01-21|21:34:34.000,5958.59131,-4.58449,125.0733,59.75859
2017-01-21|21:34:44.000,5934.03613,-4.60894,125.0784,59.71157
2017-01-21|21:34:54.000,5907.37207,-4.63343,125.0835,59.77946
2017-01-21|21:35:04.000,5890.24316,-4.59826,125.08862,59.84241
2017-01-21|21:35:14.000,5987.93066,-4.62308,125.09372,59.8965
